---
source: R[v4.3.1]::data.table[v1.14.8]::fwrite
creation_time_utc: 2023-09-17 13:06:40
schema:
  fields:
  - name: CL
    type: character
  - name: SC
    type: factor
  - name: PGAs
    type: numeric
  - name: Da
    type: numeric
  - name: kmax
    type: numeric
  - name: kh
    type: numeric
  - name: LnA
    type: numeric
  - name: LnV
    type: numeric
  - name: LnK
    type: numeric
  - name: LnD
    type: numeric
header: yes
sep: ','
sep2:
- ''
- '|'
- ''
eol: "\r\n"
na.strings: ''
dec: '.'
qmethod: double
logical01: no
---
CL,SC,PGAs,Da,kmax,kh,LnA,LnV,LnK,LnD
data,D,0.111839801624688,25,505.0384,0.457,-2.19068777424027,4.69301014253635,-2.97363332475346,3.2188758248682
data,D,0.111839801624688,350,120.5885,0.109,-2.19068777424027,4.69301014253635,-4.40588386754613,5.85793315448346
data,D,0.29103735911706,25,1499.7589,0.522,-1.23430363820532,5.55747377222102,-1.88520814990393,3.2188758248682
data,E,0.00911286576434654,300,2.4665,0.027,-4.69806804370431,3.00955845081695,-8.29546764905026,5.7037824746562
data,D,0.107406180601114,5,631.7767,0.595,-2.23113755106676,5.09353391686687,-2.74973178181307,1.6094379124341
data,D,0.107406180601114,20,443.0465,0.418,-2.23113755106676,5.09353391686687,-3.10459306006538,2.99573227355399
data,D,0.0132075580424608,10,64.5466,0.495,-4.32696603427631,3.36033081541466,-5.03088034718352,2.30258509299405
data,C,0.393992024008633,10,2890.2905,0.743,-0.931424613522019,5.64357117854398,-1.22915549565599,2.30258509299405
data,C,0.393992024008633,300,1034.1049,0.266,-0.931424613522019,5.64357117854398,-2.25697629014233,5.7037824746562
data,C,0.442344696496734,30,2071.2673,0.474,-0.815665844506929,5.6416409151053,-1.56235186959185,3.40119738166216
data,D,0.510808446629826,20,2983.5981,0.591,-0.671760618880155,6.0892964341789,-1.19738252347569,2.99573227355399
data,D,0.510808446629826,125,1890.4025,0.375,-0.671760618880155,6.0892964341789,-1.65372274239866,4.8283137373023
data,D,0.510808446629826,350,1274.0502,0.252,-0.671760618880155,6.0892964341789,-2.04831155193241,5.85793315448346
data,D,0.635205743180908,200,1985.0639,0.316,-0.453806327558429,6.34819509637629,-1.60486140670299,5.29831736654804
data,D,0.635205743180908,350,1517.937,0.242,-0.453806327558429,6.34819509637629,-1.87316033562385,5.85793315448346
data,C,0.316309576042897,5,2281.1342,0.73,-1.15103387393787,5.5104823618385,-1.46583973634336,1.6094379124341
data,C,0.175213456669366,125,345.6021,0.2,-1.74175029595584,5.3466389203702,-3.35297967744159,4.8283137373023
data,C,0.0723097236305709,100,255.3725,0.357,-2.626796668811,4.78695775750301,-3.65554452717725,4.60517018598809
data,C,0.0723097236305709,300,156.7839,0.219,-2.626796668811,4.78695775750301,-4.14339936666884,5.7037824746562
data,C,0.0192467160616969,400,17.5358,0.092,-3.95041482699875,3.47742599272382,-6.33402328515084,5.99146454710798
data,C,0.0451583429555652,25,192.6218,0.432,-3.09758023312044,4.47203356970578,-3.93753910982885,3.2188758248682
data,D,0.337447820661444,300,609.2064,0.183,-1.08634438606978,6.03883084274159,-2.786110664195,5.7037824746562
data,C,0.0154067308318028,45,45.4991,0.299,-4.17295079804833,3.71692518103536,-5.38057524520042,3.80666248977032
data,C,0.0127392525351668,250,4.6441,0.037,-4.36306730126835,3.40159183283358,-7.66267019397704,5.52146091786225
data,D,0.029157710938329,5,169.7351,0.589,-3.53503587498027,3.8226187722816,-4.06402880429704,1.6094379124341
data,D,0.029157710938329,125,40.4418,0.14,-3.53503587498027,3.8226187722816,-5.49840388719444,4.8283137373023
data,C,0.43695552655426,15,1733.8806,0.402,-0.827923858964174,5.49354106888108,-1.74015049390374,2.70805020110221
data,C,0.081331337531512,30,337.6166,0.42,-2.5092238812051,4.95131620620119,-3.37635685861283,3.40119738166216
data,C,0.0718200513088612,250,136.286,0.192,-2.63359157577536,5.04749122505548,-4.28351217191508,5.52146091786225
data,C,0.0718200513088612,400,98.948,0.139,-2.63359157577536,5.04749122505548,-4.60367333112601,5.99146454710798
data,D,0.11050249334718,5,1024.1186,0.938,-2.20271719405102,5.7051929720702,-2.26668017153661,1.6094379124341
data,D,0.149646098568548,300,288.3401,0.195,-1.89948211539715,5.5645770383465,-3.53412710454543,5.7037824746562
data,E,0.173823870441047,400,256.4154,0.149,-1.74971273127189,5.61683174633987,-3.65146900509658,5.99146454710798
data,E,0.239593799829792,10,1331.2472,0.562,-1.42881029024681,5.76343571674577,-2.00439626457278,2.30258509299405
data,E,0.239593799829792,125,751.4222,0.317,-1.42881029024681,5.76343571674577,-2.57630011318887,4.8283137373023
data,C,0.14237146066502,175,245.6516,0.175,-1.9493157167686,5.09693205134385,-3.69435351881649,5.16478597392351
data,C,0.212315671549463,25,1406.1108,0.67,-1.54968109505356,6.1158991361424,-1.94968491635535,3.2188758248682
data,C,0.212315671549463,300,735.9915,0.351,-1.54968109505356,6.1158991361424,-2.59704922099277,5.7037824746562
data,C,0.200024842171384,350,414.8104,0.21,-1.60931370929071,5.93513894426844,-3.17044624237684,5.85793315448346
data,C,0.111714579622996,75,253.9645,0.23,-2.19180805659922,4.43325123377172,-3.66107329727077,4.31748811353631
data,C,0.170765871014817,45,586.9006,0.348,-1.76746183600845,4.84911417214132,-2.82341232085748,3.80666248977032
data,D,0.0436969035303008,45,166.1031,0.385,-3.13047803682129,4.39292616234329,-4.08565911084107,3.80666248977032
data,D,0.0436969035303008,75,142.7762,0.331,-3.13047803682129,4.39292616234329,-4.23698942139353,4.31748811353631
data,C,0.0907538207724564,60,373.7318,0.417,-2.39960470454762,5.68338148697399,-3.27472936287486,4.0943445622221
data,C,0.0907538207724564,250,252.3398,0.281,-2.39960470454762,5.68338148697399,-3.66749119882407,5.52146091786225
data,C,0.0907538207724564,350,222.9235,0.249,-2.39960470454762,5.68338148697399,-3.79143912746403,5.85793315448346
data,C,0.0907538207724564,400,210.984,0.235,-2.39960470454762,5.68338148697399,-3.84648548952493,5.99146454710798
data,C,0.300501900430566,175,650.1695,0.219,-1.2023012007987,5.24175323688784,-2.72103469261585,5.16478597392351
data,D,0.0302899908683069,20,139.3564,0.466,-3.49693795541854,4.24243199143428,-4.26123311034796,2.99573227355399
data,D,0.0302899908683069,200,45.9086,0.153,-3.49693795541854,4.24243199143428,-5.3716153273914,5.29831736654804
data,D,0.0750314817417996,125,206.4301,0.278,-2.58984749696164,4.79502209661537,-3.86830593443382,4.8283137373023
data,D,0.0750314817417996,175,173.4765,0.234,-2.58984749696164,4.79502209661537,-4.04222564721461,5.16478597392351
data,D,0.643404281281137,350,1459.8485,0.23,-0.440982010047753,6.57531156523335,-1.912179848547,5.85793315448346
data,D,0.598218106154895,30,3163.448,0.535,-0.513799865516339,6.09721238200101,-1.13884993978019,3.40119738166216
data,D,0.598218106154895,250,1378.677,0.233,-0.513799865516339,6.09721238200101,-1.96938816808544,5.52146091786225
data,D,0.31523788395025,75,890.0047,0.286,-1.15442773802318,5.37876328738966,-2.4070410471308,4.31748811353631
data,D,0.31523788395025,125,708.8089,0.228,-1.15442773802318,5.37876328738966,-2.63468183509647,4.8283137373023
data,D,0.31523788395025,200,536.2186,0.172,-1.15442773802318,5.37876328738966,-2.91372587699264,5.29831736654804
data,D,0.31523788395025,250,453.7363,0.146,-1.15442773802318,5.37876328738966,-3.08075159845613,5.52146091786225
data,C,0.580468906626079,20,2733.8424,0.477,-0.543919042369048,6.13723857308392,-1.28480441959648,2.99573227355399
data,D,0.163038147141272,30,725.73,0.451,-1.81377107401494,5.72071336457194,-2.61108974591583,3.40119738166216
data,D,0.178334046068451,30,791.6852,0.449,-1.72409682411671,5.79025937004919,-2.52410395268899,3.40119738166216
data,D,0.178334046068451,75,641.9341,0.364,-1.72409682411671,5.79025937004919,-2.73378214029569,4.31748811353631
data,C,0.341211262345326,10,2229.5572,0.661,-1.07525345586328,6.54387156547204,-1.48870951102681,2.30258509299405
data,C,0.257521631366712,125,872.1713,0.343,-1.35665155709898,5.9037845925944,-2.42728194117159,4.8283137373023
data,C,0.257521631366712,350,564.8729,0.222,-1.35665155709898,5.9037845925944,-2.86166704065403,5.85793315448346
data,D,0.047001548761445,75,137.2043,0.295,-3.05757472544383,4.4729347742352,-4.27679673483338,4.31748811353631
data,D,0.680631422100994,60,5375.2775,0.799,-0.38473434974568,7.20369454090824,-0.608702311171748,4.0943445622221
data,D,0.706309629704673,10,5052.4713,0.724,-0.347701568645375,7.30461779862177,-0.67063502183653,2.30258509299405
data,D,0.706309629704673,300,2758.8854,0.395,-0.347701568645375,7.30461779862177,-1.275685754176,5.7037824746562
data,C,0.072565077981062,175,76.6094,0.107,-2.623271492423,4.49036401986481,-4.85954800611959,5.16478597392351
data,E,0.0723734192653992,5,427.7319,0.598,-2.62591618422008,4.39025496783454,-3.13977119330089,1.6094379124341
data,E,0.0723734192653992,150,88.743,0.124,-2.62591618422008,4.39025496783454,-4.71252323873648,5.01063529409626
data,E,0.0547876909571096,5,318.4129,0.588,-2.90428972782946,4.12966337043951,-3.43491882251702,1.6094379124341
data,E,0.0547876909571096,10,274.1459,0.506,-2.90428972782946,4.12966337043951,-3.58460734432012,2.30258509299405
data,D,0.0802971845677314,25,458.2776,0.578,-2.52202072006711,5.22734344718253,-3.07079267670323,3.2188758248682
data,D,0.0802971845677314,150,311.08,0.392,-2.52202072006711,5.22734344718253,-3.45821767691517,5.01063529409626
data,D,0.0802971845677314,200,282.0997,0.356,-2.52202072006711,5.22734344718253,-3.5560072361872,5.29831736654804
data,C,0.270404206695453,45,665.202,0.249,-1.30783737762867,5.39280931305739,-2.69817703681311,3.80666248977032
data,C,0.733767204867992,45,3175.1415,0.438,-0.309563460253751,5.89179053060398,-1.13516031347906,3.80666248977032
data,C,0.733767204867992,250,1434.7926,0.198,-0.309563460253751,5.89179053060398,-1.92949220261033,5.52146091786225
data,D,0.305997234264473,150,830.4737,0.275,-1.184179215422,6.24049221911176,-2.47627152986007,5.01063529409626
data,D,0.377657303977456,5,2986.7293,0.8,-0.973768097810061,5.89751893634792,-1.19633360267879,1.6094379124341
data,C,0.803134480893215,175,3147.138,0.397,-0.219233105965006,6.89610280905935,-1.14401904335201,5.16478597392351
data,C,0.676016445055139,400,1845.8733,0.276,-0.391537876230426,6.61500883513967,-1.67756001292084,5.99146454710798
data,C,0.244511313071014,10,1369.5248,0.567,-1.40849370090855,6.01429623341321,-1.97604869340391,2.30258509299405
data,C,0.244511313071014,300,450.6526,0.187,-1.40849370090855,6.01429623341321,-3.087571036312,5.7037824746562
data,D,0.0332498653134907,250,52.5956,0.16,-3.40370456261056,4.43913277194833,-5.23563532468724,5.52146091786225
data,D,0.0397437654132386,10,228.0597,0.581,-3.22530229513322,4.66483272333168,-3.76866035395687,2.30258509299405
data,D,0.0397437654132386,45,168.1022,0.428,-3.22530229513322,4.66483272333168,-4.07369566296504,3.80666248977032
data,E,0.0858066143305406,5,456.4455,0.538,-2.45565918535997,4.81808686683404,-3.0747984844715,1.6094379124341
data,D,0.330814525475914,25,1744.3003,0.534,-1.10619740665178,6.24113938139572,-1.73415901072908,3.2188758248682
data,C,0.275277717831403,45,1479.8067,0.544,-1.28997480788109,5.90198135332301,-1.89860104062184,3.80666248977032
data,C,0.275277717831403,125,1053.9996,0.388,-1.28997480788109,5.90198135332301,-2.23792044114732,4.8283137373023
data,C,0.0489990189977037,45,111.2992,0.23,-3.01595500152695,4.11287249507477,-4.48604572026702,3.80666248977032
data,C,0.0489990189977037,60,95.4002,0.197,-3.01595500152695,4.11287249507477,-4.64018711585381,4.0943445622221
data,D,0.0828466380739332,60,139.3844,0.17,-2.49076411440081,4.81148652355203,-4.26103220685558,4.0943445622221
data,C,0.202946987253195,20,1047.2314,0.522,-1.59481048058103,5.9704458677431,-2.24436259187459,2.99573227355399
data,C,0.133426428168008,25,995.0877,0.755,-2.01420505291829,6.29890713511837,-2.29543691676397,3.2188758248682
data,C,0.133426428168008,30,954.4127,0.724,-2.01420505291829,6.29890713511837,-2.33717161325714,3.40119738166216
data,C,0.146580941501549,400,605.0274,0.418,-1.92017750138083,6.5556517901658,-2.7929940444804,5.99146454710798
data,C,0.107520053723005,30,475.6668,0.448,-2.2300779025515,5.20251518231788,-3.03355018162489,3.40119738166216
data,C,0.107520053723005,300,220.0654,0.207,-2.2300779025515,5.20251518231788,-3.80434301583906,5.7037824746562
data,C,0.111247066111104,250,240.6941,0.219,-2.19600173031856,4.93912602753147,-3.71474095809377,5.52146091786225
data,C,0.111247066111104,300,212.2797,0.193,-2.19600173031856,4.93912602753147,-3.84036304601103,5.7037824746562
data,C,0.234405550006753,10,1514.3189,0.654,-1.45070254405637,5.7649376893126,-1.87554674484286,2.30258509299405
data,C,0.234405550006753,75,845.9924,0.365,-1.45070254405637,5.7649376893126,-2.45775741462758,4.31748811353631
data,C,0.210836978875915,15,1095.1177,0.526,-1.556670056087,5.82709623491126,-2.19965066568332,2.70805020110221
data,C,0.210836978875915,300,433.8862,0.208,-1.556670056087,5.82709623491126,-3.12548550300665,5.7037824746562
data,C,0.210836978875915,350,404.2143,0.194,-1.556670056087,5.82709623491126,-3.19632260787272,5.85793315448346
data,D,0.126909949245413,250,285.1299,0.227,-2.06427750508597,5.51089997636183,-3.54532292484005,5.52146091786225
data,D,0.156858882380422,25,731.2482,0.472,-1.85240871617249,5.17739780310041,-2.60351485373734,3.2188758248682
data,E,0.100375468899168,75,260.5847,0.263,-2.29883743525247,5.08791145388706,-3.6353398384424,4.31748811353631
data,D,0.164543229938326,25,744.4737,0.458,-1.80458194732386,5.84195156805009,-2.58559026496378,3.2188758248682
data,D,0.164543229938326,60,629.4404,0.387,-1.80458194732386,5.84195156805009,-2.75343662005591,4.0943445622221
data,D,0.134799323063257,150,303.694,0.228,-2.00396810230247,5.5470551744295,-3.48224717522386,5.01063529409626
data,D,0.169694612813349,10,898.0144,0.536,-1.7737548526003,5.25819349935825,-2.39808168693354,2.30258509299405
data,D,0.169694612813349,100,481.4981,0.287,-1.7737548526003,5.25819349935825,-3.0213655055136,4.60517018598809
data,D,0.169694612813349,125,443.7402,0.265,-1.7737548526003,5.25819349935825,-3.1030285347032,4.8283137373023
data,D,0.169694612813349,400,239.9887,0.143,-1.7737548526003,5.25819349935825,-3.71767595184171,5.99146454710798
data,D,0.0448180373670137,5,257.0283,0.58,-3.10514460079139,4.31676142565666,-3.64908159517758,1.6094379124341
data,D,0.136810534387911,75,494.5907,0.366,-1.9891582709989,5.50419295310326,-2.99453723890457,4.31748811353631
data,D,0.136810534387911,200,355.5837,0.263,-1.9891582709989,5.50419295310326,-3.32450712617301,5.29831736654804
data,D,0.147084626751111,5,985.3411,0.678,-1.91674716566615,5.27430737538271,-2.30527991509965,1.6094379124341
data,D,0.147084626751111,20,656.8668,0.452,-1.91674716566615,5.27430737538271,-2.71078653253781,2.99573227355399
data,C,0.0443422450481146,10,164.4991,0.375,-3.11581744350664,3.72704664083065,-4.09536269167607,2.30258509299405
data,C,0.0443422450481146,100,50.4679,0.115,-3.11581744350664,3.72704664083065,-5.27693030013198,4.60517018598809
data,D,0.139934677131437,125,280.3445,0.203,-1.96657955717902,4.98175388749827,-3.5622485866989,4.8283137373023
data,D,0.0125271359835821,30,46.1935,0.373,-4.37985810893975,3.53782947676005,-5.36542869519305,3.40119738166216
data,D,0.0125271359835821,250,17.8155,0.144,-4.37985810893975,3.53782947676005,-6.31819892584165,5.52146091786225
data,D,0.0214929688679042,25,48.51,0.228,-3.8400294267341,3.40199751880067,-5.31649782848479,3.2188758248682
data,D,0.0320389415659891,5,269.0306,0.85,-3.44080319209702,4.88113105520799,-3.6034426629628,1.6094379124341
data,C,0.125311807382645,5,992.2147,0.801,-2.07695018861756,5.39728126288451,-2.29832827542334,1.6094379124341
data,C,0.125311807382645,25,686.1007,0.554,-2.07695018861756,5.39728126288451,-2.66724338078615,3.2188758248682
data,C,0.359224581532725,75,1436.1537,0.405,-1.02380751078445,5.87217112331037,-1.92854401343523,4.31748811353631
data,C,0.362588472727078,75,828.4518,0.231,-1.01448677177047,5.45974560296863,-2.47870913299676,4.31748811353631
data,E,0.113957455203793,25,407.491,0.362,-2.17193010021081,4.88846652148531,-3.18824894419446,3.2188758248682
data,D,0.169108131202256,15,980.7501,0.587,-1.7772169390636,5.46832384551347,-2.30995010368947,2.70805020110221
data,D,0.169108131202256,400,254.5559,0.152,-1.7772169390636,5.46832384551347,-3.65874733250464,5.99146454710798
data,D,0.169094486879647,45,609.6688,0.365,-1.77729762633145,5.49264891321356,-2.7853519318454,3.80666248977032
data,D,0.0508736827669902,5,248.8712,0.495,-2.9784095271125,4.17960823636325,-3.68133229718331,1.6094379124341
data,D,0.0566079825003426,75,209.403,0.374,-2.87160527014234,4.682669994776,-3.85400716576054,4.31748811353631
data,D,0.194543259190949,20,1038.7985,0.54,-1.63710072836078,5.66673958741654,-2.25244775492818,2.99573227355399
data,D,0.0808115619816318,25,418.7195,0.524,-2.51563522985996,4.8478798445991,-3.16106654607619,3.2188758248682
data,D,0.0924690035273957,5,548.174,0.6,-2.38088178762243,4.90734595309849,-2.89167503594397,1.6094379124341
data,D,0.0924690035273957,400,115.4266,0.126,-2.38088178762243,4.90734595309849,-4.4496329606299,5.99146454710798
data,D,0.0382577282768193,300,42.7669,0.113,-3.26340969266544,4.20677886141645,-5.44250335184073,5.7037824746562
data,D,0.0565449911191094,30,204.7496,0.366,-2.87271865471767,4.80002181935569,-3.8764800216126,3.40119738166216
data,D,0.145734319238205,25,721.3383,0.501,-1.92597004624125,5.54369430757005,-2.61715955406994,3.2188758248682
data,D,0.0162450252926607,45,57.5303,0.358,-4.11996855291179,3.63598829852127,-5.1459560252097,3.80666248977032
data,C,0.349376233474471,300,514.6016,0.149,-1.05160590456174,5.75528548104176,-2.95487478168807,5.7037824746562
data,C,0.34904933518347,200,561.0489,0.163,-1.05254200521309,5.40120537576727,-2.86845972324253,5.29831736654804
data,D,0.0165244648332279,25,71.5569,0.438,-4.10291327905002,3.81165934321558,-4.92777485333041,3.2188758248682
data,D,0.084434361015516,75,159.5361,0.191,-2.47178083919459,3.86445116273081,-4.1259975618379,4.31748811353631
data,D,0.0590315853590837,400,34.5138,0.059,-2.82968263325325,4.18185534148285,-5.65690854668327,5.99146454710798
data,C,0.02651955973799,75,92.1885,0.352,-3.62987271493388,4.29577290076769,-4.67443239680898,4.31748811353631
data,D,0.0234365883352134,150,28.8528,0.125,-3.7534568737056,4.04819873150604,-5.83606074877104,5.01063529409626
data,D,0.0273664908055741,20,108.7403,0.402,-3.59843597731821,3.69136792582281,-4.50930532015357,2.99573227355399
data,D,0.245080963046542,125,754.2342,0.311,-1.4061666616133,6.11424211461153,-2.57256486088371,4.8283137373023
data,D,0.263922094990927,150,587.9545,0.225,-1.33210131411618,6.14425390423893,-2.82161822678973,5.01063529409626
data,D,0.144016203373683,25,665.147,0.467,-1.93782946230807,5.41784371417246,-2.69825972188301,3.2188758248682
