---
source: R[v4.3.1]::data.table[v1.14.8]::fwrite
creation_time_utc: 2023-09-17 13:06:40
schema:
  fields:
  - name: CL
    type: character
  - name: SC
    type: factor
  - name: PGAs
    type: numeric
  - name: Da
    type: numeric
  - name: kmax
    type: numeric
  - name: kh
    type: numeric
  - name: LnA
    type: numeric
  - name: LnV
    type: numeric
  - name: LnK
    type: numeric
  - name: LnD
    type: numeric
header: yes
sep: ','
sep2:
- ''
- '|'
- ''
eol: "\r\n"
na.strings: ''
dec: '.'
qmethod: double
logical01: no
---
CL,SC,PGAs,Da,kmax,kh,LnA,LnV,LnK,LnD
data,D,0.299814574035295,350,322.0442,0.109,-1.20459108196919,5.32839091068422,-3.42357898753702,5.85793315448346
data,D,0.262592791966127,75,943.8,0.364,-1.33715076621017,5.95814131310982,-2.34835351144963,4.31748811353631
data,D,0.262592791966127,125,788.1207,0.304,-1.33715076621017,5.95814131310982,-2.52861654002493,4.8283137373023
data,D,0.246219938482252,100,548.2107,0.225,-1.4015300836114,5.76132486338452,-2.89160808863978,4.60517018598809
data,D,0.215128156335648,30,908.0222,0.427,-1.53652135245744,5.6806749854589,-2.38699896310029,3.40119738166216
data,D,0.19233526452831,30,1161.661,0.611,-1.64851526031746,6.10927253505464,-2.14066163427608,3.40119738166216
data,D,0.0094581704250792,30,30.0868,0.322,-4.66087631577718,3.35401779251264,-5.79418125337906,3.40119738166216
data,D,0.0281779366900896,5,145.8792,0.524,-3.56921599413867,3.53575813210651,-4.21548890877589,1.6094379124341
data,D,0.0281779366900896,30,58.0651,0.209,-3.56921599413867,3.53575813210651,-5.13670299583781,3.40119738166216
data,D,0.391516661621947,30,2119.4027,0.548,-0.937727206035542,6.35237426878007,-1.53937820805653,3.40119738166216
data,D,0.391516661621947,60,1892.0097,0.489,-0.937727206035542,6.35237426878007,-1.65287291429334,4.0943445622221
data,D,0.391516661621947,400,1108.2783,0.287,-0.937727206035542,6.35237426878007,-2.18770478168821,5.99146454710798
data,D,0.30238987918447,75,718.5433,0.241,-1.19603810354216,5.45654914584427,-2.62104182259886,4.31748811353631
data,D,0.30238987918447,125,554.3739,0.186,-1.19603810354216,5.45654914584427,-2.8804284218965,4.8283137373023
data,E,0.00358987062506906,30,14.2414,0.402,-5.62963911471654,2.56932262920433,-6.54211457498391,3.40119738166216
data,E,0.00358987062506906,75,9.6417,0.272,-5.62963911471654,2.56932262920433,-6.93217034911932,4.31748811353631
data,D,0.16491315455128,200,370.8455,0.228,-1.80233627969785,5.51109526910359,-3.28248225691907,5.29831736654804
data,B,0.0812191646812122,15,366.7369,0.457,-2.5106040414209,4.78074633146101,-3.2936230935115,2.70805020110221
data,B,0.0730440263807954,125,135.8582,0.188,-2.61669291851934,5.0088122651612,-4.28665609599925,4.8283137373023
data,D,0.390405967555572,10,1290.9765,0.335,-0.94056813881317,5.08677682380672,-2.0351136030044,2.30258509299405
data,D,0.390405967555572,125,154.3293,0.04,-0.94056813881317,5.08677682380672,-4.15917915957457,4.8283137373023
data,D,0.390405967555572,150,111.4546,0.029,-0.94056813881317,5.08677682380672,-4.48465045764784,5.01063529409626
data,D,0.744289874954855,30,4220.143,0.574,-0.295324703155185,7.06169883949909,-0.850643498030058,3.40119738166216
data,B,0.242929016611604,60,974.7414,0.406,-1.41498599102427,5.39715195331688,-2.3160955856932,4.0943445622221
data,D,0.19233526452831,300,595.1471,0.313,-1.64851526031746,6.10927253505464,-2.80945918886106,5.7037824746562
data,E,0.129360051785785,150,118.6752,0.093,-2.04515566339035,4.52697353423438,-4.42187744103104,5.01063529409626
data,D,0.0540554648614056,20,242.4463,0.454,-2.91774463248887,4.63366042975592,-3.70748754818553,2.99573227355399
data,B,0.0204686594837303,15,90.8071,0.449,-3.88886036832529,3.60907682664446,-4.68953031435905,2.70805020110221
data,B,0.0204686594837303,150,44.3801,0.219,-3.88886036832529,3.60907682664446,-5.40547661997277,5.01063529409626
data,D,0.041389598696873,175,79.3704,0.194,-3.18472566892269,4.08511172684348,-4.82414228796429,5.16478597392351
data,E,0.033022003802873,175,40.1044,0.123,-3.4105811578107,4.0598063083907,-5.50678173676303,5.16478597392351
data,D,0.0255566630962034,75,53.4094,0.212,-3.66685720978716,3.71551377195648,-5.22028103030467,4.31748811353631
data,D,0.0255566630962034,175,27.3464,0.108,-3.66685720978716,3.71551377195648,-5.8896828975942,5.16478597392351
data,D,0.150494268657932,75,256.355,0.172,-1.89383027752544,4.57645112558449,-3.65170458811884,4.31748811353631
data,D,0.150494268657932,300,44.524,0.03,-1.89383027752544,4.57645112558449,-5.40223942111093,5.7037824746562
data,E,0.196823597840452,100,118.3071,0.061,-1.62544739382647,4.62964957003978,-4.42498400465234,4.60517018598809
data,B,0.100002277804793,25,431.5496,0.437,-2.30256231520554,4.55506286822809,-3.13088533896811,3.2188758248682
data,D,0.0378911981581655,300,42.7223,0.114,-3.27303643243614,3.86286206666798,-5.44354675858793,5.7037824746562
data,D,0.116092387380068,20,266.9859,0.233,-2.15336896193652,4.33842665395142,-3.61107194272487,2.99573227355399
data,D,0.0164682018008504,15,107.7223,0.662,-4.10632392102943,4.2531647426013,-4.51871117137403,2.70805020110221
data,D,0.0164682018008504,400,16.6715,0.102,-4.10632392102943,4.2531647426013,-6.38456711602375,5.99146454710798
data,D,0.16032016150445,150,469.8257,0.297,-1.83058245369811,5.48346665063395,-3.0459060158839,5.01063529409626
data,B,0.0128763761162082,20,50.3717,0.396,-4.35236095533161,3.34780867742643,-5.27883828130572,2.99573227355399
data,B,0.0128763761162082,175,9.6594,0.076,-4.35236095533161,3.34780867742643,-6.93033625624775,5.16478597392351
data,B,0.171875735905418,100,542.2491,0.319,-1.76098352893895,5.60684003226537,-2.90254230078734,4.60517018598809
data,B,0.171875735905418,250,372.1537,0.219,-1.76098352893895,5.60684003226537,-3.27896084975782,5.52146091786225
data,B,0.135189395225352,25,618.107,0.463,-2.00107855613198,5.47668021727226,-2.7716062091125,3.2188758248682
data,D,0.687377834805803,175,2223.5753,0.327,-0.374871160058931,6.96181789365922,-1.49139611583726,5.16478597392351
data,D,0.11614557372528,200,321.8158,0.28,-2.15291092875462,5.28710383155443,-3.4242884585698,5.29831736654804
data,D,0.11614557372528,300,235.5358,0.205,-2.15291092875462,5.28710383155443,-3.73640487185371,5.7037824746562
data,D,0.209755509698327,100,379.1912,0.183,-1.56181266604977,4.85025361549124,-3.26022722738138,4.60517018598809
data,D,0.209755509698327,175,266.8268,0.129,-1.56181266604977,4.85025361549124,-3.61166803197007,5.16478597392351
data,E,0.222002661353327,300,208.1658,0.095,-1.50506590910367,5.3762892919731,-3.85993291318372,5.7037824746562
data,D,0.0542299687075641,45,209.5789,0.391,-2.91452159516116,4.48449342098359,-3.85316751130131,3.80666248977032
data,D,0.0542299687075641,300,83.7648,0.156,-2.91452159516116,4.48449342098359,-4.77025491923133,5.7037824746562
data,B,0.278478087462946,300,595.8617,0.217,-1.2784159032742,6.10213320049968,-2.8082591975835,5.7037824746562
data,B,0.278478087462946,350,562.8363,0.205,-1.2784159032742,6.10213320049968,-2.86527896864774,5.85793315448346
data,B,0.264680417221969,20,1432.9119,0.548,-1.32923215351351,5.88790384874905,-1.9308038442175,2.99573227355399
data,B,0.264680417221969,175,671.9843,0.257,-1.32923215351351,5.88790384874905,-2.68803281358692,5.16478597392351
data,D,0.593641647510607,60,2604.6843,0.444,-0.52147942868951,6.57975463353512,-1.33320103391774,4.0943445622221
data,D,0.593641647510607,75,2429.4675,0.414,-0.52147942868951,6.57975463353512,-1.40284041422355,4.31748811353631
data,D,0.593641647510607,200,1737.6753,0.296,-0.52147942868951,6.57975463353512,-1.7379643263059,5.29831736654804
data,D,0.506878219368608,175,1032.9087,0.206,-0.679484502727237,6.20982154898394,-2.25813370887778,5.16478597392351
data,E,0.354662671132164,250,319.5,0.091,-1.03658816341692,5.46195949230796,-3.43151051692432,5.52146091786225
data,E,0.354662671132164,300,260.1011,0.074,-1.03658816341692,5.46195949230796,-3.63719738915361,5.7037824746562
data,D,0.16491315455128,30,680.3723,0.418,-1.80233627969785,5.51109526910359,-2.6756276423952,3.40119738166216
data,D,0.210987747625871,45,804.6398,0.386,-1.55595521531592,6.07897743508869,-2.50787306687665,3.80666248977032
data,D,0.12049219478667,30,372.8296,0.313,-2.11617030170393,4.48334617682592,-3.27714631194079,3.40119738166216
data,D,0.12049219478667,75,258.1327,0.217,-2.11617030170393,4.48334617682592,-3.64479399696306,4.31748811353631
data,D,0.185591447396718,30,896.0383,0.489,-1.68420754052844,5.41275749924852,-2.40028463314483,3.40119738166216
data,D,0.0976381641609711,100,251.0687,0.26,-2.32648683575447,4.55431159450025,-3.67254118388128,4.60517018598809
data,D,0.13190643221132,30,402.1713,0.309,-2.02566245463045,4.97686018967804,-3.201389673483,3.40119738166216
data,D,0.170651375275344,25,852.2884,0.505,-1.76813254462091,5.24137647998027,-2.45034282353742,3.2188758248682
data,D,0.153393038474849,60,880.8628,0.581,-1.87475177259865,5.95107402199889,-2.41736590905583,4.0943445622221
data,D,0.0332462475481769,45,130.2071,0.396,-3.40381337394289,4.261322526951,-4.32914153096422,3.80666248977032
data,D,0.0332462475481769,400,60.1948,0.183,-3.40381337394289,4.261322526951,-5.10068182089554,5.99146454710798
data,D,0.0139623570156904,15,62.1623,0.451,-4.27139035523439,3.56344039861069,-5.06851908408005,2.70805020110221
data,D,0.0124367529916254,100,32.2749,0.263,-4.387099239276,3.68453802956379,-5.72397795238736,4.60517018598809
data,E,0.0331924995480304,100,118.0086,0.36,-3.40543134581084,4.3130137992568,-4.42751028757603,4.60517018598809
data,E,0.0331924995480304,400,68.5741,0.209,-3.40543134581084,4.3130137992568,-4.97035287832081,5.99146454710798
data,E,0.0392271581399815,30,178.6732,0.461,-3.23838596237416,4.39119256470663,-4.01270935184361,3.40119738166216
data,E,0.0392271581399815,45,165.7648,0.428,-3.23838596237416,4.39119256470663,-4.0876978745611,3.80666248977032
data,B,0.0043815164458054,5,24.4278,0.564,-5.43036039401075,2.79105728811376,-6.00254596274056,1.6094379124341
data,B,0.0043815164458054,45,8.633,0.199,-5.43036039401075,2.79105728811376,-7.04267572148853,3.80666248977032
data,B,0.0043815164458054,75,5.3374,0.123,-5.43036039401075,2.79105728811376,-7.52352914772568,4.31748811353631
data,E,0.238339168324612,75,575.9611,0.245,-1.43406054277504,5.44466766544115,-2.84222766704882,4.31748811353631
data,E,0.198159410526552,5,1455.0301,0.743,-1.61868346854026,5.960760003781,-1.91548592406508,1.6094379124341
data,E,0.198159410526552,350,446.8201,0.228,-1.61868346854026,5.960760003781,-3.09611173798756,5.85793315448346
data,D,1.23556161226692,20,6196.6548,0.508,0.211525613488798,6.61328010637365,-0.466502913704436,2.99573227355399
data,D,0.81102739464507,200,2403.5729,0.3,-0.209453446590028,6.82121157835954,-1.41355617310024,5.29831736654804
data,D,0.81102739464507,250,2271.8972,0.284,-0.209453446590028,6.82121157835954,-1.4698972584034,5.52146091786225
data,D,0.117102127811841,250,193.589,0.167,-2.14470883764824,4.38746984555114,-3.93253043569547,5.52146091786225
data,E,0.354662671132164,75,790.0081,0.225,-1.03658816341692,5.46195949230796,-2.52622459216885,4.31748811353631
data,D,0.246219938482252,25,868.4607,0.357,-1.4015300836114,5.76132486338452,-2.43154545651636,3.2188758248682
data,D,0.215128156335648,350,272.4015,0.128,-1.53652135245744,5.6806749854589,-3.59099070987379,5.85793315448346
data,D,0.0233412000471822,5,142.3575,0.617,-3.75753523754222,3.53780239222579,-4.23992629136679,1.6094379124341
data,D,0.00682579411286829,200,5.551,0.082,-4.98704659114585,3.24016441247106,-7.48428969903389,5.29831736654804
data,D,0.00721000089168223,25,20.9323,0.294,-4.9322862040123,2.96593791023665,-6.15697437021159,3.2188758248682
data,D,0.217837090235401,20,1150.2649,0.534,-1.52400778805343,5.84336279330862,-2.15052024808452,2.99573227355399
data,D,0.217837090235401,150,725.6094,0.337,-1.52400778805343,5.84336279330862,-2.61125593722887,5.01063529409626
data,D,0.217837090235401,300,588.9779,0.274,-1.52400778805343,5.84336279330862,-2.81987912901668,5.7037824746562
data,D,0.217837090235401,400,530.5059,0.246,-1.52400778805343,5.84336279330862,-2.92443671116631,5.99146454710798
data,D,0.00702655535036239,25,29.0553,0.419,-4.95805868608136,2.858248470275,-5.82906688002293,3.2188758248682
data,D,0.121558991423734,20,621.4582,0.517,-2.10735560790993,5.07101510818845,-2.76619913869015,2.99573227355399
data,D,0.0667703292055691,15,283.7017,0.43,-2.70649647068316,4.64781099322123,-3.55034445669973,2.70805020110221
data,D,0.0667703292055691,60,170.4036,0.258,-2.70649647068316,4.64781099322123,-4.0600980498093,4.0943445622221
data,D,0.109924906303012,30,369.7659,0.34,-2.20795781628759,4.80163356189521,-3.28539768804717,3.40119738166216
data,D,0.109924906303012,125,207.3325,0.191,-2.20795781628759,4.80163356189521,-3.86394400597153,4.8283137373023
data,D,0.109924906303012,175,170.5064,0.157,-2.20795781628759,4.80163356189521,-4.05949495806593,5.16478597392351
data,D,0.12049219478667,350,87.8135,0.074,-2.11617030170393,4.48334617682592,-4.72305254337833,5.85793315448346
data,D,0.0233412000471822,15,105.6842,0.458,-3.75753523754222,3.53780239222579,-4.53781238869833,2.70805020110221
data,D,0.0233412000471822,30,83.0931,0.36,-3.75753523754222,3.53780239222579,-4.77830612481887,3.40119738166216
data,D,0.0233412000471822,75,51.9275,0.225,-3.75753523754222,3.53780239222579,-5.24841927577379,4.31748811353631
data,D,0.0233412000471822,350,7.0579,0.031,-3.75753523754222,3.53780239222579,-7.24412023390884,5.85793315448346
data,D,0.257760993443687,100,1081.2034,0.425,-1.35572250541873,6.13300635412104,-2.21243783169048,4.60517018598809
data,D,0.257760993443687,150,971.2067,0.381,-1.35572250541873,6.13300635412104,-2.31972847177843,5.01063529409626
data,D,0.280686102815709,300,509.9541,0.184,-1.27051830586838,5.86276720271222,-2.96394706907379,5.7037824746562
data,D,0.055309963435552,150,115.4727,0.211,-2.89480221605782,4.39394858314142,-4.44923365235472,5.01063529409626
data,D,0.055309963435552,200,99.9298,0.183,-2.89480221605782,4.39394858314142,-4.5937998512712,5.29831736654804
data,D,0.055309963435552,350,69.282,0.127,-2.89480221605782,4.39394858314142,-4.96008265854414,5.85793315448346
data,E,0.203387160635281,75,598.9643,0.298,-1.59264392108041,5.55550856487638,-2.8030657937348,4.31748811353631
data,D,0.0465247106461791,10,284.9094,0.62,-3.06777169579226,4.6853445241675,-3.54609655574935,2.30258509299405
data,D,0.0465247106461791,100,145.3065,0.316,-3.06777169579226,4.6853445241675,-4.21942248613529,4.60517018598809
data,D,0.386953905031803,175,943.2698,0.247,-0.949449701491284,5.60221452116235,-2.34891544086416,5.16478597392351
data,D,0.200837978065007,300,254.5689,0.128,-1.60525677525823,5.220018152958,-3.65869626447573,5.7037824746562
data,D,0.110726381332334,125,263.1214,0.241,-2.20069315390787,4.99064730556144,-3.62565226810908,4.8283137373023
data,D,0.229760356523631,200,388.0427,0.171,-1.47071844140155,5.52043740470386,-3.23715240562748,5.29831736654804
data,D,0.0233412000471822,300,9.8729,0.043,-3.75753523754222,3.53780239222579,-6.90847416079754,5.7037824746562
data,D,0.210987747625871,20,1002.7934,0.481,-1.55595521531592,6.07897743508869,-2.28772300605103,2.99573227355399
data,D,0.017083818447332,25,84.0021,0.498,-4.06962355311792,4.33217979118218,-4.7674259922111,3.2188758248682
data,D,0.017083818447332,45,75.3508,0.446,-4.06962355311792,4.33217979118218,-4.87611324860566,3.80666248977032
data,E,0.205865877169564,30,1171.3819,0.576,-1.58053040393944,5.6535410054066,-2.13232834880199,3.40119738166216
data,E,0.205865877169564,45,1008.4739,0.496,-1.58053040393944,5.6535410054066,-2.28207431370237,3.80666248977032
data,E,0.193724651000648,10,1315.2679,0.687,-1.64131745285318,6.18530641528575,-2.01647214064368,2.30258509299405
data,E,0.193724651000648,175,689.488,0.36,-1.64131745285318,6.18530641528575,-2.66231849757589,5.16478597392351
data,E,0.193724651000648,250,595.5239,0.311,-1.64131745285318,6.18530641528575,-2.80882626841103,5.52146091786225
data,E,0.192366437043746,30,651.5363,0.343,-1.64835319960717,5.24780270639619,-2.71893467815435,3.40119738166216
data,D,0.245993715185838,20,770.8055,0.317,-1.40244929140118,5.16232511764866,-2.55083171878346,2.99573227355399
data,D,0.205502777357559,100,433.44,0.213,-1.58229573001524,5.28211740922487,-3.12651441240513,4.60517018598809
data,D,0.205502777357559,200,322.5394,0.159,-1.58229573001524,5.28211740922487,-3.42204249142566,5.29831736654804
data,D,0.0593992951353628,350,23.3496,0.04,-2.82347291909198,4.66296747464263,-6.04768793739472,5.85793315448346
data,D,0.237066296698974,5,2241.7523,0.957,-1.4394154440579,5.87773712698188,-1.48325467492612,1.6094379124341
data,D,0.21180131088662,100,858.0663,0.41,-1.5521066565676,6.22349634572599,-2.44358642151206,4.60517018598809
data,D,0.21180131088662,200,707.5586,0.338,-1.5521066565676,6.22349634572599,-2.63644733779935,5.29831736654804
data,D,0.0123140062071896,25,64.9158,0.534,-4.39701794841743,3.65132340480849,-5.02517674519758,3.2188758248682
data,D,0.0123140062071896,400,20.4454,0.168,-4.39701794841743,3.65132340480849,-6.18050987243095,5.99146454710798
data,D,0.431647495807726,45,2812.298,0.659,-0.840146005759051,6.81012218536016,-1.2565105690308,3.80666248977032
data,D,0.431647495807726,125,2144.2352,0.503,-0.840146005759051,6.81012218536016,-1.52772957307545,4.8283137373023
data,D,0.308136891036163,75,954.0227,0.313,-1.17721114333173,6.435419528346,-2.33758032502745,4.31748811353631
data,D,0.308136891036163,100,886.0567,0.291,-1.17721114333173,6.435419528346,-2.41148684669913,4.60517018598809
data,D,0.308136891036163,150,795.535,0.261,-1.17721114333173,6.435419528346,-2.51925294644608,5.01063529409626
data,D,0.00504491472542026,150,3.035,0.061,-5.28937452811025,2.74823444052473,-8.08805636623045,5.01063529409626
data,D,0.00504491472542026,175,2.3671,0.047,-5.28937452811025,2.74823444052473,-8.33660221353171,5.16478597392351
data,B,0.114047819332518,15,546.2261,0.485,-2.17113745071057,5.32718657846528,-2.89523479814971,2.70805020110221
data,D,0.136627097877859,75,209.8618,0.155,-1.99049997759612,4.44767541539496,-3.85181857190226,4.31748811353631
data,D,0.10030146410725,150,287.9384,0.291,-2.29957498684013,5.29464297199806,-3.53552122237235,5.01063529409626
data,D,0.10030146410725,250,207.5731,0.209,-2.29957498684013,5.29464297199806,-3.86278422395379,5.52146091786225
data,D,0.16491315455128,100,477.8901,0.293,-1.80233627969785,5.51109526910359,-3.02888700100326,4.60517018598809
data,D,0.210987747625871,45,804.6398,0.386,-1.55595521531592,6.07897743508869,-2.50787306687665,3.80666248977032
data,D,0.210987747625871,350,410.3582,0.197,-1.55595521531592,6.07897743508869,-3.18123735392446,5.85793315448346
data,D,0.728222177271751,100,2240.4152,0.311,-0.317149088785909,6.46357927252876,-1.48385130592648,4.60517018598809
data,D,0.399994583841957,400,1235.3949,0.313,-0.916304272360935,6.62632081433617,-2.07912183570622,5.99146454710798
data,D,0.0405184207704497,15,173.0922,0.432,-3.20599857443694,4.28521065293052,-4.04444339023359,2.70805020110221
data,D,0.249198208646825,25,2036.1109,0.827,-1.38950668051031,6.37700419310481,-1.57947094500678,3.2188758248682
data,E,0.0315866917062246,30,159.5516,0.511,-3.45501939563442,4.73186844013735,-4.12590040986362,3.40119738166216
data,D,0.195045740246596,400,132.1515,0.069,-1.63452118255739,4.97580665752091,-4.31431879901824,5.99146454710798
data,D,0.259681899726953,10,1855.8911,0.723,-1.34829785959662,5.61164643905916,-1.67214755368615,2.30258509299405
data,D,0.259681899726953,75,1079.7004,0.421,-1.34829785959662,5.61164643905916,-2.21382891651561,4.31748811353631
data,D,0.259681899726953,175,807.664,0.315,-1.34829785959662,5.61164643905916,-2.50412166029107,5.16478597392351
data,D,0.259681899726953,400,545.2803,0.213,-1.34829785959662,5.61164643905916,-2.89696781636511,5.99146454710798
data,D,0.257760993443687,45,1306.0392,0.513,-1.35572250541873,6.13300635412104,-2.02351346604205,3.80666248977032
data,E,0.0186710175928438,45,45.6596,0.248,-3.98078281874435,3.17955026318218,-5.37705391008162,3.80666248977032
data,D,0.220708889824235,150,240.3556,0.11,-1.51091068640274,4.86845481583025,-3.71614829731826,5.01063529409626
data,E,0.0100903587824322,15,47.0709,0.472,-4.59617488702955,3.30290420219029,-5.34661281505277,2.70805020110221
data,E,0.0100903587824322,25,40.7005,0.408,-4.59617488702955,3.30290420219029,-5.49202741335654,3.2188758248682
data,D,0.14459449333555,60,611.9309,0.428,-1.93382205203275,5.5443375871583,-2.78164842310096,4.0943445622221
data,D,0.0394838100182256,30,177.5262,0.455,-3.23186456405225,4.3092501658784,-4.01914958708528,3.40119738166216
data,D,0.352736361174614,60,1325.3767,0.38,-1.04203435327844,5.92786705473832,-2.00881579084092,4.0943445622221
data,D,0.354585414893627,20,1355.8836,0.387,-1.03680601733958,5.58549322661812,-1.98605916663406,2.99573227355399
data,D,0.10309508031775,125,451.0404,0.443,-2.27210360667533,5.71025012570132,-3.0867108765372,4.8283137373023
data,D,0.0376405642684063,45,172.7693,0.465,-3.27967297318694,4.58055588199733,-4.04631061219276,3.80666248977032
data,D,0.0376405642684063,100,136.3984,0.367,-3.27967297318694,4.58055588199733,-4.28268777560663,4.60517018598809
data,D,0.262592791966127,30,1259.8465,0.486,-1.33715076621017,5.95814131310982,-2.05952262361453,3.40119738166216
data,D,0.262592791966127,300,540.088,0.208,-1.33715076621017,5.95814131310982,-2.90653570149765,5.7037824746562
data,E,0.0341790050888412,10,185.6571,0.55,-3.37614370971011,4.43767090721436,-3.97436636684257,2.30258509299405
data,E,0.0226362868889725,300,24.8861,0.111,-3.78820104576854,3.51199289256464,-5.98395837607299,5.7037824746562
data,E,0.103697430624131,125,390.2759,0.381,-2.26627794106296,5.00669380745172,-3.23141386583561,4.8283137373023
data,E,0.103697430624131,300,234.0474,0.228,-2.26627794106296,5.00669380745172,-3.74274413179499,5.7037824746562
data,E,0.037154052821523,20,132.1546,0.36,-3.29268242032252,3.96868821787942,-4.31429534136819,2.99573227355399
data,E,0.037154052821523,30,112.6537,0.307,-3.29268242032252,3.96868821787942,-4.47394927930762,3.40119738166216
data,D,0.15972933682433,175,209.8081,0.133,-1.83427454104308,4.81836135363998,-3.85207448732671,5.16478597392351
data,E,0.082614352433524,100,249.0868,0.305,-2.49357185527432,4.76689889619111,-3.6804663606446,4.60517018598809
data,D,0.113584820397167,60,138.4548,0.123,-2.17520540488784,4.63680459934296,-4.26772387217012,4.0943445622221
data,D,0.246219938482252,75,611.2043,0.251,-1.4015300836114,5.76132486338452,-2.78283651757404,4.31748811353631
data,D,0.246219938482252,175,427.4789,0.176,-1.4015300836114,5.76132486338452,-3.14036286030833,5.16478597392351
data,D,0.0781966237329296,200,108.7552,0.141,-2.54852880713365,4.56348535473434,-4.50916830582432,5.29831736654804
data,B,0.0128763761162082,250,4.9475,0.039,-4.35236095533161,3.34780867742643,-7.59938539224733,5.52146091786225
data,D,0.149329573569076,100,316.4982,0.215,-1.901599512545,5.00425041637608,-3.44095023637765,4.60517018598809
data,D,0.658144949997292,75,4484.3029,0.69,-0.41833008316714,7.98186796644705,-0.789929457537861,4.31748811353631
data,D,0.658144949997292,400,3314.0486,0.51,-0.41833008316714,7.98186796644705,-1.0923419278056,5.99146454710798
data,B,0.0703326254352977,15,383.5535,0.552,-2.65451949912581,4.46051174022076,-3.24878867510123,2.70805020110221
data,D,0.23959919121658,150,60.6654,0.026,-1.42878778830338,5.08761737478007,-5.09289427167208,5.01063529409626
data,D,0.126063745701372,15,670.1197,0.538,-2.0709675816993,5.00082807281039,-2.69081143759769,2.70805020110221
data,D,0.0771845435662125,20,269.2049,0.353,-2.56155605486957,4.16946718484304,-3.60279499105676,2.99573227355399
data,D,0.0771845435662125,125,58.0769,0.076,-2.56155605486957,4.16946718484304,-5.1364997963055,4.8283137373023
data,E,0.222002661353327,300,208.1658,0.095,-1.50506590910367,5.3762892919731,-3.85993291318372,5.7037824746562
data,D,0.125247521130629,10,470.2949,0.38,-2.07746333058524,4.24723828754697,-3.04490784599175,2.30258509299405
data,D,0.125247521130629,60,179.9828,0.145,-2.07746333058524,4.24723828754697,-4.00540649997298,4.0943445622221
data,D,0.125247521130629,175,52.7873,0.043,-2.07746333058524,4.24723828754697,-5.23199715926478,5.16478597392351
data,D,0.00647231567826997,20,26.4056,0.413,-5.04022132441577,3.09312468779293,-5.92469168187205,2.99573227355399
data,D,0.00647231567826997,60,16.7863,0.263,-5.04022132441577,3.09312468779293,-6.37770471320476,4.0943445622221
data,D,0.185591447396718,5,1266.5113,0.691,-1.68420754052844,5.41275749924852,-2.05424639911338,1.6094379124341
data,D,0.185591447396718,15,1030.8088,0.562,-1.68420754052844,5.41275749924852,-2.26016877494155,2.70805020110221
data,D,0.0330291486495972,125,44.983,0.138,-3.4103648149768,4.21332563469986,-5.39198315012537,4.8283137373023
data,D,0.16723932375592,25,672.6321,0.407,-1.7883294160566,5.43790379243579,-2.68706926732924,3.2188758248682
data,D,0.186944874156657,200,434.0554,0.235,-1.67694149619295,6.0121636514965,-3.12509561501846,5.29831736654804
data,D,0.176341847638093,45,847.8412,0.487,-1.73533085167545,5.6540666857209,-2.45557443663707,3.80666248977032
data,D,0.176341847638093,175,581.8008,0.334,-1.73533085167545,5.6540666857209,-2.83213966963879,5.16478597392351
data,D,0.082220059286317,75,216.3303,0.266,-2.49835597644338,4.69899551914915,-3.82146138437589,4.31748811353631
data,D,0.0420663097044764,5,277.9005,0.669,-3.16850810320965,4.26167536841138,-3.57100465478673,1.6094379124341
data,D,0.0420663097044764,30,171.7296,0.413,-3.16850810320965,4.26167536841138,-4.05234664398661,3.40119738166216
data,D,0.0420663097044764,100,94.5503,0.227,-3.16850810320965,4.26167536841138,-4.6491358227181,4.60517018598809
model(Da=5 mm),D,0.46589239029957,5,3152.0387,0.685,-0.763800593627033,5.68695463564221,-0.826749460877906,1.6094379124341
model(Da=5 mm),C,0.335085566959122,5,2266.9655,0.685,-1.09336935601359,5.27583325290171,-1.19274386277244,1.6094379124341
model(Da=5 mm),C,1.25100146817893,5,11982.7926,0.969,0.223944405088346,7.27286957287227,0.270166209804292,1.6094379124341
model(Da=5 mm),C,0.256710536398211,5,1642.9251,0.648,-1.35980614637586,5.51530906965862,-1.48862862146496,1.6094379124341
model(Da=5 mm),D,0.0307331953421224,5,189.6568,0.625,-3.48241192705041,4.08219818042448,-3.84583574124856,1.6094379124341
model(Da=5 mm),D,0.212421634987049,5,1596.8866,0.761,-1.54918213516399,5.3816431642897,-1.69893542131998,1.6094379124341
model(Da=5 mm),C,0.0593030456408015,5,320.6804,0.547,-2.82509461441872,4.36968274516721,-3.1158683288353,1.6094379124341
model(Da=5 mm),D,0.0992629173526619,5,625.1296,0.637,-2.30998321823458,4.90079150290748,-2.54382416424197,1.6094379124341
model(Da=5 mm),D,0.111311801920073,5,603.3676,0.549,-2.19541998930444,4.58120173636778,-2.41659881634261,1.6094379124341
model(Da=5 mm),C,0.317519518895175,5,2469.3706,0.787,-1.14721598570382,5.82737290097128,-1.25254189971259,1.6094379124341
model(Da=5 mm),C,0.171213105871854,5,1098.1795,0.649,-1.76484626521472,5.8219457601459,-1.93843586340206,1.6094379124341
model(Da=5 mm),C,0.0131621852759363,5,70.0844,0.539,-4.33040731246802,3.11811353684013,-4.78755595055412,1.6094379124341
model(Da=5 mm),E,0.0339545011428199,5,249.9695,0.745,-3.38273385223923,4.22847810137737,-3.7351407314778,1.6094379124341
model(Da=5 mm),C,0.385012400169678,5,2373.0163,0.624,-0.954479736980097,5.74837382544291,-1.03850344666195,1.6094379124341
